"Time";"Thermal power (out)";"Electrical power (in)";"Electrical IT power"
"2019-10-01T09:31:33+02:00";65500;null;null
"2019-10-01T09:31:40+02:00";null;null;70989
"2019-10-01T09:31:59+02:00";null;73621;null
"2019-10-01T09:32:03+02:00";65200.005;null;null
"2019-10-01T09:32:10+02:00";null;null;71084
"2019-10-01T09:32:29+02:00";null;73887;null
"2019-10-01T09:32:33+02:00";65200.005;null;null
"2019-10-01T09:32:40+02:00";null;null;71039
"2019-10-01T09:32:59+02:00";null;73844;null
"2019-10-01T09:33:03+02:00";65599.998;null;null
"2019-10-01T09:33:10+02:00";null;null;71002
"2019-10-01T09:33:29+02:00";null;74180;null
"2019-10-01T09:33:33+02:00";65700.005;null;null
"2019-10-01T09:33:40+02:00";null;null;70891
"2019-10-01T09:33:59+02:00";null;74059;null
"2019-10-01T09:34:03+02:00";65500;null;null
"2019-10-01T09:34:10+02:00";null;null;70907
"2019-10-01T09:34:29+02:00";null;74045;null
"2019-10-01T09:34:33+02:00";65900.002;null;null
"2019-10-01T09:34:40+02:00";null;null;70827
"2019-10-01T09:34:59+02:00";null;74031;null
"2019-10-01T09:35:03+02:00";65900.002;null;null
"2019-10-01T09:35:10+02:00";null;null;70860
"2019-10-01T09:35:29+02:00";null;74044;null
"2019-10-01T09:35:33+02:00";66000;null;null
"2019-10-01T09:35:40+02:00";null;null;70997
"2019-10-01T09:35:59+02:00";null;73755;null
"2019-10-01T09:36:03+02:00";66500;null;null
"2019-10-01T09:36:10+02:00";null;null;70778
"2019-10-01T09:36:29+02:00";null;73582;null
"2019-10-01T09:36:33+02:00";66700.005;null;null
"2019-10-01T09:36:40+02:00";null;null;70495
"2019-10-01T09:36:59+02:00";null;73799;null
"2019-10-01T09:37:03+02:00";66500;null;null
"2019-10-01T09:37:10+02:00";null;null;70614
"2019-10-01T09:37:29+02:00";null;74063;null
"2019-10-01T09:37:33+02:00";66500;null;null
"2019-10-01T09:37:40+02:00";null;null;70786
"2019-10-01T09:37:59+02:00";null;73777;null
"2019-10-01T09:38:03+02:00";67200.005;null;null
"2019-10-01T09:38:10+02:00";null;null;70908
"2019-10-01T09:38:29+02:00";null;74012;null
"2019-10-01T09:38:33+02:00";67599.998;null;null
"2019-10-01T09:38:40+02:00";null;null;70795
"2019-10-01T09:38:59+02:00";null;74049;null
"2019-10-01T09:39:03+02:00";66800.003;null;null
"2019-10-01T09:39:10+02:00";null;null;70768
"2019-10-01T09:39:29+02:00";null;73932;null
"2019-10-01T09:39:33+02:00";67200.005;null;null
"2019-10-01T09:39:40+02:00";null;null;70949
"2019-10-01T09:39:59+02:00";null;73825;null
"2019-10-01T09:40:03+02:00";67000;null;null
"2019-10-01T09:40:10+02:00";null;null;70875
"2019-10-01T09:40:29+02:00";null;73900;null
"2019-10-01T09:40:33+02:00";66800.003;null;null
"2019-10-01T09:40:40+02:00";null;null;70846
"2019-10-01T09:40:59+02:00";null;74106;null
"2019-10-01T09:41:03+02:00";67300.003;null;null
"2019-10-01T09:41:10+02:00";null;null;70890
"2019-10-01T09:41:29+02:00";null;73746;null
"2019-10-01T09:41:33+02:00";67300.003;null;null
"2019-10-01T09:41:40+02:00";null;null;70834
"2019-10-01T09:41:59+02:00";null;74121;null
"2019-10-01T09:42:03+02:00";67099.998;null;null
"2019-10-01T09:42:10+02:00";null;null;71054
"2019-10-01T09:42:29+02:00";null;74167;null
"2019-10-01T09:42:33+02:00";67500;null;null
"2019-10-01T09:42:40+02:00";null;null;71143
"2019-10-01T09:42:59+02:00";null;74105;null
"2019-10-01T09:43:03+02:00";67800.003;null;null
"2019-10-01T09:43:10+02:00";null;null;70756
"2019-10-01T09:43:29+02:00";null;73712;null
"2019-10-01T09:43:33+02:00";67500;null;null
"2019-10-01T09:43:40+02:00";null;null;70864
"2019-10-01T09:43:59+02:00";null;74132;null
"2019-10-01T09:44:03+02:00";67300.003;null;null
"2019-10-01T09:44:10+02:00";null;null;71157
"2019-10-01T09:44:29+02:00";null;74017;null
"2019-10-01T09:44:33+02:00";67099.998;null;null
"2019-10-01T09:44:40+02:00";null;null;71159
"2019-10-01T09:44:59+02:00";null;74030;null
"2019-10-01T09:45:03+02:00";68599.998;null;null
"2019-10-01T09:45:10+02:00";null;null;71045
"2019-10-01T09:45:29+02:00";null;74111;null
"2019-10-01T09:45:33+02:00";68500;null;null
"2019-10-01T09:45:40+02:00";null;null;70892
"2019-10-01T09:45:59+02:00";null;73982;null
"2019-10-01T09:46:03+02:00";68099.998;null;null
"2019-10-01T09:46:10+02:00";null;null;70907
"2019-10-01T09:46:29+02:00";null;73682;null
"2019-10-01T09:46:33+02:00";67599.998;null;null
"2019-10-01T09:46:40+02:00";null;null;70939
"2019-10-01T09:46:59+02:00";null;74028;null
"2019-10-01T09:47:03+02:00";68500;null;null
"2019-10-01T09:47:10+02:00";null;null;70973
"2019-10-01T09:47:29+02:00";null;73905;null
"2019-10-01T09:47:33+02:00";68300.003;null;null
"2019-10-01T09:47:40+02:00";null;null;71188
"2019-10-01T09:47:59+02:00";null;73879;null
"2019-10-01T09:48:03+02:00";68300.003;null;null
"2019-10-01T09:48:10+02:00";null;null;71110
"2019-10-01T09:48:29+02:00";null;73973;null
"2019-10-01T09:48:33+02:00";68400.002;null;null
"2019-10-01T09:48:40+02:00";null;null;70877
"2019-10-01T09:48:59+02:00";null;74004;null
"2019-10-01T09:49:03+02:00";68099.998;null;null
"2019-10-01T09:49:10+02:00";null;null;71006
"2019-10-01T09:49:29+02:00";null;74135;null
"2019-10-01T09:49:33+02:00";68599.998;null;null
"2019-10-01T09:49:40+02:00";null;null;70963
"2019-10-01T09:49:59+02:00";null;73805;null
"2019-10-01T09:50:03+02:00";68099.998;null;null
"2019-10-01T09:50:10+02:00";null;null;70760
"2019-10-01T09:50:29+02:00";null;73903;null
"2019-10-01T09:50:33+02:00";68099.998;null;null
"2019-10-01T09:50:40+02:00";null;null;70746
"2019-10-01T09:50:59+02:00";null;73832;null
"2019-10-01T09:51:03+02:00";67500;null;null
"2019-10-01T09:51:10+02:00";null;null;70943
"2019-10-01T09:51:29+02:00";null;73711;null
"2019-10-01T09:51:33+02:00";67800.003;null;null
"2019-10-01T09:51:40+02:00";null;null;71136
"2019-10-01T09:51:59+02:00";null;74119;null
"2019-10-01T09:52:03+02:00";67200.005;null;null
"2019-10-01T09:52:10+02:00";null;null;71126
"2019-10-01T09:52:29+02:00";null;73838;null
"2019-10-01T09:52:33+02:00";67200.005;null;null
"2019-10-01T09:52:40+02:00";null;null;71004
"2019-10-01T09:52:59+02:00";null;73915;null
"2019-10-01T09:53:03+02:00";67300.003;null;null
"2019-10-01T09:53:10+02:00";null;null;70796
"2019-10-01T09:53:29+02:00";null;74030;null
"2019-10-01T09:53:33+02:00";68200.005;null;null
"2019-10-01T09:53:40+02:00";null;null;70654
"2019-10-01T09:53:59+02:00";null;73751;null
"2019-10-01T09:54:03+02:00";68800.003;null;null
"2019-10-01T09:54:10+02:00";null;null;70753
"2019-10-01T09:54:29+02:00";null;74012;null
"2019-10-01T09:54:33+02:00";68900.002;null;null
"2019-10-01T09:54:40+02:00";null;null;70841
"2019-10-01T09:54:59+02:00";null;73717;null
"2019-10-01T09:55:03+02:00";69500;null;null
"2019-10-01T09:55:10+02:00";null;null;70796
"2019-10-01T09:55:29+02:00";null;74029;null
"2019-10-01T09:55:33+02:00";68599.998;null;null
"2019-10-01T09:55:40+02:00";null;null;70816
"2019-10-01T09:55:59+02:00";null;74008;null
"2019-10-01T09:56:03+02:00";68599.998;null;null
"2019-10-01T09:56:10+02:00";null;null;70731
"2019-10-01T09:56:29+02:00";null;74185;null
"2019-10-01T09:56:33+02:00";68400.002;null;null
"2019-10-01T09:56:40+02:00";null;null;70952
"2019-10-01T09:56:59+02:00";null;74325;null
"2019-10-01T09:57:03+02:00";68900.002;null;null
"2019-10-01T09:57:10+02:00";null;null;71050
"2019-10-01T09:57:29+02:00";null;73755;null
"2019-10-01T09:57:33+02:00";68599.998;null;null
"2019-10-01T09:57:40+02:00";null;null;70954
"2019-10-01T09:57:59+02:00";null;73779;null
"2019-10-01T09:58:03+02:00";68300.003;null;null
"2019-10-01T09:58:10+02:00";null;null;71045
"2019-10-01T09:58:29+02:00";null;73843;null
"2019-10-01T09:58:33+02:00";68400.002;null;null
"2019-10-01T09:58:40+02:00";null;null;71112
"2019-10-01T09:58:59+02:00";null;73746;null
"2019-10-01T09:59:03+02:00";68400.002;null;null
"2019-10-01T09:59:10+02:00";null;null;71148
"2019-10-01T09:59:29+02:00";null;73752;null
"2019-10-01T09:59:33+02:00";68599.998;null;null
"2019-10-01T09:59:40+02:00";null;null;71114
"2019-10-01T09:59:59+02:00";null;73748;null
"2019-10-01T10:00:03+02:00";69099.998;null;null
"2019-10-01T10:00:10+02:00";null;null;70993
"2019-10-01T10:00:29+02:00";null;73950;null
"2019-10-01T10:00:33+02:00";68400.002;null;null
"2019-10-01T10:00:40+02:00";null;null;71087
"2019-10-01T10:00:59+02:00";null;73935;null
"2019-10-01T10:01:03+02:00";67800.003;null;null
"2019-10-01T10:01:10+02:00";null;null;71114
"2019-10-01T10:01:29+02:00";null;73753;null
"2019-10-01T10:01:33+02:00";68400.002;null;null
"2019-10-01T10:01:40+02:00";null;null;70992
"2019-10-01T10:01:59+02:00";null;74063;null
"2019-10-01T10:02:03+02:00";69400.002;null;null
"2019-10-01T10:02:10+02:00";null;null;71027
"2019-10-01T10:02:29+02:00";null;73947;null
"2019-10-01T10:02:33+02:00";69900.002;null;null
"2019-10-01T10:02:40+02:00";null;null;71083
"2019-10-01T10:02:59+02:00";null;74116;null
"2019-10-01T10:03:03+02:00";69800.003;null;null
"2019-10-01T10:03:10+02:00";null;null;71100
"2019-10-01T10:03:29+02:00";null;74052;null
"2019-10-01T10:03:33+02:00";69900.002;null;null
"2019-10-01T10:03:40+02:00";null;null;70939
"2019-10-01T10:03:59+02:00";null;73898;null
"2019-10-01T10:04:03+02:00";69900.002;null;null
"2019-10-01T10:04:10+02:00";null;null;70968
"2019-10-01T10:04:29+02:00";null;73993;null
"2019-10-01T10:04:33+02:00";70400.002;null;null
"2019-10-01T10:04:40+02:00";null;null;70989
"2019-10-01T10:04:59+02:00";null;73885;null
"2019-10-01T10:05:03+02:00";70900.002;null;null
"2019-10-01T10:05:10+02:00";null;null;70879
"2019-10-01T10:05:29+02:00";null;74734;null
"2019-10-01T10:05:33+02:00";69800.003;null;null
"2019-10-01T10:05:40+02:00";null;null;70668
"2019-10-01T10:05:59+02:00";null;73962;null
"2019-10-01T10:06:03+02:00";68800.003;null;null
"2019-10-01T10:06:10+02:00";null;null;70773
"2019-10-01T10:06:29+02:00";null;74256;null
"2019-10-01T10:06:33+02:00";68599.998;null;null
"2019-10-01T10:06:40+02:00";null;null;71005
"2019-10-01T10:06:59+02:00";null;73155;null
"2019-10-01T10:07:03+02:00";68599.998;null;null
"2019-10-01T10:07:10+02:00";null;null;70911
"2019-10-01T10:07:29+02:00";null;73918;null
"2019-10-01T10:07:33+02:00";69099.998;null;null
"2019-10-01T10:07:40+02:00";null;null;71151
"2019-10-01T10:07:59+02:00";null;74049;null
"2019-10-01T10:08:03+02:00";68800.003;null;null
"2019-10-01T10:08:10+02:00";null;null;71256
"2019-10-01T10:08:29+02:00";null;73719;null
"2019-10-01T10:08:33+02:00";68500;null;null
"2019-10-01T10:08:40+02:00";null;null;71023
"2019-10-01T10:08:59+02:00";null;74122;null
"2019-10-01T10:09:03+02:00";68400.002;null;null
"2019-10-01T10:09:10+02:00";null;null;71032
"2019-10-01T10:09:29+02:00";null;73600;null
"2019-10-01T10:09:33+02:00";68200.005;null;null
"2019-10-01T10:09:40+02:00";null;null;70876
"2019-10-01T10:09:59+02:00";null;73789;null
"2019-10-01T10:10:03+02:00";68599.998;null;null
"2019-10-01T10:10:10+02:00";null;null;70803
"2019-10-01T10:10:29+02:00";null;73958;null
"2019-10-01T10:10:33+02:00";69300.003;null;null
"2019-10-01T10:10:40+02:00";null;null;70901
"2019-10-01T10:10:59+02:00";null;74134;null
"2019-10-01T10:11:03+02:00";69599.998;null;null
"2019-10-01T10:11:10+02:00";null;null;70941
"2019-10-01T10:11:29+02:00";null;73340;null
"2019-10-01T10:11:33+02:00";70099.998;null;null
"2019-10-01T10:11:40+02:00";null;null;70987
"2019-10-01T10:11:59+02:00";null;72809;null
"2019-10-01T10:12:03+02:00";69900.002;null;null
"2019-10-01T10:12:10+02:00";null;null;71019
"2019-10-01T10:12:29+02:00";null;73931;null
"2019-10-01T10:12:33+02:00";70500;null;null
"2019-10-01T10:12:40+02:00";null;null;70765
"2019-10-01T10:12:59+02:00";null;74147;null
"2019-10-01T10:13:03+02:00";70800.003;null;null
"2019-10-01T10:13:10+02:00";null;null;70730
"2019-10-01T10:13:29+02:00";null;73879;null
"2019-10-01T10:13:33+02:00";70900.002;null;null
"2019-10-01T10:13:40+02:00";null;null;70642
"2019-10-01T10:13:59+02:00";null;74019;null
"2019-10-01T10:14:03+02:00";70700.005;null;null
"2019-10-01T10:14:10+02:00";null;null;70769
"2019-10-01T10:14:29+02:00";null;74241;null
"2019-10-01T10:14:33+02:00";69599.998;null;null
"2019-10-01T10:14:40+02:00";null;null;70844
"2019-10-01T10:14:59+02:00";null;73879;null
"2019-10-01T10:15:03+02:00";69500;null;null
"2019-10-01T10:15:10+02:00";null;null;70783
"2019-10-01T10:15:29+02:00";null;75433;null
"2019-10-01T10:15:33+02:00";69200.005;null;null
"2019-10-01T10:15:40+02:00";null;null;70968
"2019-10-01T10:15:59+02:00";null;73832;null
"2019-10-01T10:16:03+02:00";69800.003;null;null
"2019-10-01T10:16:10+02:00";null;null;71159
"2019-10-01T10:16:29+02:00";null;73666;null
"2019-10-01T10:16:33+02:00";68900.002;null;null
"2019-10-01T10:16:40+02:00";null;null;71086
"2019-10-01T10:16:59+02:00";null;75005;null
"2019-10-01T10:17:03+02:00";68599.998;null;null
"2019-10-01T10:17:10+02:00";null;null;70890
"2019-10-01T10:17:29+02:00";null;73827;null
"2019-10-01T10:17:33+02:00";68500;null;null
"2019-10-01T10:17:40+02:00";null;null;70769
"2019-10-01T10:17:59+02:00";null;74480;null
"2019-10-01T10:18:03+02:00";68400.002;null;null
"2019-10-01T10:18:10+02:00";null;null;70836
"2019-10-01T10:18:29+02:00";null;74368;null
"2019-10-01T10:18:33+02:00";69400.002;null;null
"2019-10-01T10:18:40+02:00";null;null;70861
"2019-10-01T10:18:59+02:00";null;73113;null
"2019-10-01T10:19:03+02:00";69599.998;null;null
"2019-10-01T10:19:10+02:00";null;null;70963
"2019-10-01T10:19:29+02:00";null;73402;null
"2019-10-01T10:19:33+02:00";70099.998;null;null
"2019-10-01T10:19:40+02:00";null;null;71086
"2019-10-01T10:19:59+02:00";null;74430;null
"2019-10-01T10:20:03+02:00";69900.002;null;null
"2019-10-01T10:20:10+02:00";null;null;71017
"2019-10-01T10:20:29+02:00";null;73991;null
"2019-10-01T10:20:33+02:00";69800.003;null;null
"2019-10-01T10:20:40+02:00";null;null;70891
"2019-10-01T10:20:59+02:00";null;74169;null
"2019-10-01T10:21:03+02:00";70900.002;null;null
"2019-10-01T10:21:10+02:00";null;null;70769
"2019-10-01T10:21:29+02:00";null;73925;null
"2019-10-01T10:21:33+02:00";71200.005;null;null
"2019-10-01T10:21:40+02:00";null;null;70580
"2019-10-01T10:21:59+02:00";null;72770;null
"2019-10-01T10:22:03+02:00";71700.005;null;null
"2019-10-01T10:22:10+02:00";null;null;70681
"2019-10-01T10:22:29+02:00";null;74071;null
"2019-10-01T10:22:33+02:00";70900.002;null;null
"2019-10-01T10:22:40+02:00";null;null;71027
"2019-10-01T10:22:59+02:00";null;74018;null
"2019-10-01T10:23:03+02:00";70400.002;null;null
"2019-10-01T10:23:10+02:00";null;null;71101
"2019-10-01T10:23:29+02:00";null;73362;null
"2019-10-01T10:23:33+02:00";69800.003;null;null
"2019-10-01T10:23:40+02:00";null;null;71007
"2019-10-01T10:23:59+02:00";null;72654;null
"2019-10-01T10:24:03+02:00";69400.002;null;null
"2019-10-01T10:24:10+02:00";null;null;70894
"2019-10-01T10:24:29+02:00";null;73885;null
"2019-10-01T10:24:33+02:00";69200.005;null;null
"2019-10-01T10:24:40+02:00";null;null;70894
"2019-10-01T10:24:59+02:00";null;73289;null
"2019-10-01T10:25:03+02:00";68800.003;null;null
"2019-10-01T10:25:10+02:00";null;null;70928
"2019-10-01T10:25:29+02:00";null;73464;null
"2019-10-01T10:25:33+02:00";68800.003;null;null
"2019-10-01T10:25:40+02:00";null;null;70757
"2019-10-01T10:25:59+02:00";null;73786;null
"2019-10-01T10:26:03+02:00";68800.003;null;null
"2019-10-01T10:26:10+02:00";null;null;70719
"2019-10-01T10:26:29+02:00";null;74993;null
"2019-10-01T10:26:33+02:00";69200.005;null;null
"2019-10-01T10:26:40+02:00";null;null;70773
"2019-10-01T10:26:59+02:00";null;73965;null
"2019-10-01T10:27:03+02:00";69900.002;null;null
"2019-10-01T10:27:10+02:00";null;null;70841
"2019-10-01T10:27:29+02:00";null;73881;null
"2019-10-01T10:27:33+02:00";70700.005;null;null
"2019-10-01T10:27:40+02:00";null;null;70846
"2019-10-01T10:27:59+02:00";null;73829;null
"2019-10-01T10:28:03+02:00";70800.003;null;null
"2019-10-01T10:28:10+02:00";null;null;70652
"2019-10-01T10:28:29+02:00";null;75235;null
"2019-10-01T10:28:33+02:00";71700.005;null;null
"2019-10-01T10:28:40+02:00";null;null;70696
"2019-10-01T10:28:59+02:00";null;73574;null
"2019-10-01T10:29:03+02:00";71700.005;null;null
"2019-10-01T10:29:10+02:00";null;null;70816
"2019-10-01T10:29:29+02:00";null;73701;null
"2019-10-01T10:29:33+02:00";71800.003;null;null
"2019-10-01T10:29:40+02:00";null;null;70680
"2019-10-01T10:29:59+02:00";null;73761;null
"2019-10-01T10:30:03+02:00";72000;null;null
"2019-10-01T10:30:10+02:00";null;null;70681
"2019-10-01T10:30:29+02:00";null;73956;null
"2019-10-01T10:30:33+02:00";72000;null;null
"2019-10-01T10:30:40+02:00";null;null;70951
"2019-10-01T10:30:59+02:00";null;73905;null
"2019-10-01T10:31:03+02:00";71500;null;null
"2019-10-01T10:31:10+02:00";null;null;71166
"2019-10-01T10:31:29+02:00";null;73543;null
"2019-10-01T10:31:33+02:00";70800.003;null;null
"2019-10-01T10:31:40+02:00";null;null;71069
"2019-10-01T10:31:59+02:00";null;74001;null
"2019-10-01T10:32:03+02:00";70099.998;null;null
"2019-10-01T10:32:10+02:00";null;null;70813
"2019-10-01T10:32:29+02:00";null;73684;null
"2019-10-01T10:32:33+02:00";69800.003;null;null
"2019-10-01T10:32:40+02:00";null;null;70696
"2019-10-01T10:32:59+02:00";null;73836;null
"2019-10-01T10:33:03+02:00";69500;null;null
"2019-10-01T10:33:10+02:00";null;null;70768
"2019-10-01T10:33:29+02:00";null;73715;null
"2019-10-01T10:33:33+02:00";69400.002;null;null
"2019-10-01T10:33:40+02:00";null;null;70808
"2019-10-01T10:33:59+02:00";null;74217;null
"2019-10-01T10:34:03+02:00";68599.998;null;null
"2019-10-01T10:34:10+02:00";null;null;70791
"2019-10-01T10:34:29+02:00";null;74022;null
"2019-10-01T10:34:33+02:00";68500;null;null
"2019-10-01T10:34:40+02:00";null;null;70902
"2019-10-01T10:34:59+02:00";null;73844;null
"2019-10-01T10:35:03+02:00";68900.002;null;null
"2019-10-01T10:35:10+02:00";null;null;70946
"2019-10-01T10:35:29+02:00";null;74061;null
"2019-10-01T10:35:33+02:00";70099.998;null;null
"2019-10-01T10:35:40+02:00";null;null;70852
"2019-10-01T10:35:59+02:00";null;74125;null
"2019-10-01T10:36:03+02:00";70700.005;null;null
"2019-10-01T10:36:10+02:00";null;null;70769
"2019-10-01T10:36:29+02:00";null;73913;null
"2019-10-01T10:36:33+02:00";71099.998;null;null
"2019-10-01T10:36:40+02:00";null;null;70914
"2019-10-01T10:36:59+02:00";null;73955;null
"2019-10-01T10:37:03+02:00";71099.998;null;null
"2019-10-01T10:37:10+02:00";null;null;71000
"2019-10-01T10:37:29+02:00";null;73925;null
"2019-10-01T10:37:33+02:00";71099.998;null;null
"2019-10-01T10:37:40+02:00";null;null;70754
"2019-10-01T10:37:59+02:00";null;73437;null
"2019-10-01T10:38:03+02:00";71000;null;null
"2019-10-01T10:38:10+02:00";null;null;70962
"2019-10-01T10:38:29+02:00";null;73868;null
"2019-10-01T10:38:33+02:00";70800.003;null;null
"2019-10-01T10:38:40+02:00";null;null;71196
"2019-10-01T10:38:59+02:00";null;73856;null
"2019-10-01T10:39:03+02:00";70400.002;null;null
"2019-10-01T10:39:10+02:00";null;null;70866
"2019-10-01T10:39:29+02:00";null;73875;null
"2019-10-01T10:39:33+02:00";69599.998;null;null
"2019-10-01T10:39:40+02:00";null;null;70732
"2019-10-01T10:39:59+02:00";null;73990;null
"2019-10-01T10:40:03+02:00";68599.998;null;null
"2019-10-01T10:40:10+02:00";null;null;70844
"2019-10-01T10:40:29+02:00";null;74125;null
"2019-10-01T10:40:33+02:00";69400.002;null;null
"2019-10-01T10:40:40+02:00";null;null;71005
"2019-10-01T10:40:59+02:00";null;73725;null
"2019-10-01T10:41:03+02:00";69500;null;null
"2019-10-01T10:41:10+02:00";null;null;70876
"2019-10-01T10:41:29+02:00";null;73721;null
"2019-10-01T10:41:33+02:00";69599.998;null;null
"2019-10-01T10:41:40+02:00";null;null;70635
"2019-10-01T10:41:59+02:00";null;74217;null
"2019-10-01T10:42:03+02:00";69200.005;null;null
"2019-10-01T10:42:10+02:00";null;null;70998
"2019-10-01T10:42:29+02:00";null;73957;null
"2019-10-01T10:42:33+02:00";68500;null;null
"2019-10-01T10:42:40+02:00";null;null;71255
"2019-10-01T10:42:59+02:00";null;74066;null
"2019-10-01T10:43:03+02:00";68599.998;null;null
"2019-10-01T10:43:10+02:00";null;null;70997
"2019-10-01T10:43:29+02:00";null;73915;null
"2019-10-01T10:43:33+02:00";69500;null;null
"2019-10-01T10:43:40+02:00";null;null;70794
"2019-10-01T10:43:59+02:00";null;73928;null
"2019-10-01T10:44:03+02:00";70700.005;null;null
"2019-10-01T10:44:10+02:00";null;null;70762
"2019-10-01T10:44:29+02:00";null;73986;null
"2019-10-01T10:44:33+02:00";70800.003;null;null
"2019-10-01T10:44:40+02:00";null;null;70784
"2019-10-01T10:44:59+02:00";null;74006;null
"2019-10-01T10:45:03+02:00";70599.998;null;null
"2019-10-01T10:45:10+02:00";null;null;70738
"2019-10-01T10:45:29+02:00";null;73479;null
"2019-10-01T10:45:33+02:00";70900.002;null;null
"2019-10-01T10:45:40+02:00";null;null;70934
"2019-10-01T10:45:59+02:00";null;74152;null
"2019-10-01T10:46:03+02:00";71500;null;null
"2019-10-01T10:46:10+02:00";null;null;49773
"2019-10-01T10:46:29+02:00";null;31577;null
"2019-10-01T10:46:33+02:00";71500;null;null
"2019-10-01T10:46:40+02:00";null;null;42219
"2019-10-01T10:46:59+02:00";null;31161;null
"2019-10-01T10:47:03+02:00";71599.998;null;null
"2019-10-01T10:47:10+02:00";null;null;28099
"2019-10-01T10:47:29+02:00";null;31438;null
"2019-10-01T10:47:33+02:00";70099.998;null;null
"2019-10-01T10:47:40+02:00";null;null;28181
"2019-10-01T10:47:59+02:00";null;30790;null
"2019-10-01T10:48:03+02:00";68599.998;null;null
"2019-10-01T10:48:10+02:00";null;null;27883
"2019-10-01T10:48:29+02:00";null;30710;null
"2019-10-01T10:48:33+02:00";66900.002;null;null
"2019-10-01T10:48:40+02:00";null;null;27951
"2019-10-01T10:48:59+02:00";null;30512;null
"2019-10-01T10:49:03+02:00";65599.998;null;null
"2019-10-01T10:49:10+02:00";null;null;27938
"2019-10-01T10:49:29+02:00";null;30583;null
"2019-10-01T10:49:33+02:00";63400.002;null;null
"2019-10-01T10:49:40+02:00";null;null;27744
"2019-10-01T10:49:59+02:00";null;30529;null
"2019-10-01T10:50:03+02:00";59700.001;null;null
"2019-10-01T10:50:10+02:00";null;null;27632
"2019-10-01T10:50:29+02:00";null;30624;null
"2019-10-01T10:50:33+02:00";57799.999;null;null
"2019-10-01T10:50:40+02:00";null;null;27768
"2019-10-01T10:50:59+02:00";null;31056;null
"2019-10-01T10:51:03+02:00";56600.002;null;null
"2019-10-01T10:51:10+02:00";null;null;27936
"2019-10-01T10:51:29+02:00";null;31303;null
"2019-10-01T10:51:33+02:00";55500;null;null
"2019-10-01T10:51:40+02:00";null;null;28023
"2019-10-01T10:51:59+02:00";null;31746;null
"2019-10-01T10:52:03+02:00";55200.001;null;null
"2019-10-01T10:52:10+02:00";null;null;27958
"2019-10-01T10:52:29+02:00";null;30461;null
"2019-10-01T10:52:33+02:00";55299.999;null;null
"2019-10-01T10:52:40+02:00";null;null;27782
"2019-10-01T10:52:59+02:00";null;30217;null
"2019-10-01T10:53:03+02:00";53200.001;null;null
"2019-10-01T10:53:10+02:00";null;null;27467
"2019-10-01T10:53:29+02:00";null;30145;null
"2019-10-01T10:53:33+02:00";51900.002;null;null
"2019-10-01T10:53:40+02:00";null;null;27297
"2019-10-01T10:53:59+02:00";null;30372;null
"2019-10-01T10:54:03+02:00";50299.999;null;null
"2019-10-01T10:54:10+02:00";null;null;27431
"2019-10-01T10:54:29+02:00";null;30731;null
"2019-10-01T10:54:33+02:00";49799.999;null;null
"2019-10-01T10:54:40+02:00";null;null;27773
"2019-10-01T10:54:59+02:00";null;31166;null
"2019-10-01T10:55:03+02:00";49700.001;null;null
"2019-10-01T10:55:10+02:00";null;null;28026
"2019-10-01T10:55:29+02:00";null;31009;null
"2019-10-01T10:55:33+02:00";46200.001;null;null
"2019-10-01T10:55:40+02:00";null;null;27835
"2019-10-01T10:55:59+02:00";null;30523;null
"2019-10-01T10:56:03+02:00";44600.002;null;null
"2019-10-01T10:56:10+02:00";null;null;27649
"2019-10-01T10:56:29+02:00";null;30415;null
"2019-10-01T10:56:33+02:00";43600.002;null;null
"2019-10-01T10:56:40+02:00";null;null;27457
"2019-10-01T10:56:59+02:00";null;30255;null
"2019-10-01T10:57:03+02:00";43100.002;null;null
"2019-10-01T10:57:10+02:00";null;null;27237
"2019-10-01T10:57:29+02:00";null;30213;null
"2019-10-01T10:57:33+02:00";43299.999;null;null
"2019-10-01T10:57:40+02:00";null;null;27306
"2019-10-01T10:57:59+02:00";null;30768;null
"2019-10-01T10:58:03+02:00";42700.001;null;null
"2019-10-01T10:58:10+02:00";null;null;27479
"2019-10-01T10:58:29+02:00";null;30716;null
"2019-10-01T10:58:33+02:00";42100.002;null;null
"2019-10-01T10:58:40+02:00";null;null;27559
"2019-10-01T10:58:59+02:00";null;30830;null
"2019-10-01T10:59:03+02:00";42000;null;null
"2019-10-01T10:59:10+02:00";null;null;27496
"2019-10-01T10:59:29+02:00";null;30186;null
"2019-10-01T10:59:33+02:00";41500;null;null
"2019-10-01T10:59:40+02:00";null;null;27623
"2019-10-01T10:59:59+02:00";null;30719;null
"2019-10-01T11:00:03+02:00";41500;null;null
"2019-10-01T11:00:10+02:00";null;null;27774
"2019-10-01T11:00:29+02:00";null;30480;null
"2019-10-01T11:00:33+02:00";41100.002;null;null
"2019-10-01T11:00:40+02:00";null;null;27634
"2019-10-01T11:00:59+02:00";null;30347;null
"2019-10-01T11:01:03+02:00";40900.002;null;null
"2019-10-01T11:01:10+02:00";null;null;27287
"2019-10-01T11:01:29+02:00";null;30428;null
"2019-10-01T11:01:33+02:00";39799.999;null;null
"2019-10-01T11:01:40+02:00";null;null;27417
"2019-10-01T11:01:59+02:00";null;30408;null
"2019-10-01T11:02:03+02:00";39799.999;null;null
"2019-10-01T11:02:10+02:00";null;null;27738
"2019-10-01T11:02:29+02:00";null;30481;null
